Yorum;Kategori
Sisteminiz sürekli hata veriyor;Çalýþmýyor - Hata Veriyor
Yaklaþýk bir yýldýr müþterinizin bir kredi kartý vermediniz bundan dolayý;Kredi Kartý
Yatýrým iþlemlerinin daha çabuk yapýlmasý saðlanmalý;Yavaþ
Eski ciddiyet, ilgi, alaka yok. Zayýflamýþ. 1990 senesinden kurumsal, 2006 dan itibarende þahsi ve ailesel müsteriniz olarak devam ediyorum. Baþka katýlým bankasýnda kredi kartý limit artýrma talebimiz anýnda sonuçlanýyor, Albarakada!;Ýlgisizlik
Geç iletiþim problemi;Ýlgisizlik
Uygulama çoðu zaman donuyor. Yardým menüsünün sesli bilgi sistemi istenilen bilgi konularýnda yeterli deðil.  Sorduðunuz sorudan farklý yanýtlar veriyor. Kredi kartý müracaatý günlerdir inceleme aþamasýnda;Çalýþmýyor - Hata Veriyor
Ýþlemleri birtürlü gerçekleþtiremiyoruz sürekli hata veriyor ve  çok geç iþlem yapýyor;Çalýþmýyor - Hata Veriyor
Mobil þubuniz çok takýlýyor. Bekletiyor. Hata veriyor.;Çalýþmýyor - Hata Veriyor
Havuzda parayý çok bekletiyor;Çalýþmýyor - Hata Veriyor
Bütün hesaplarýmý kapatacaðým 17 temmuz günü sincan þubeden benim olan paramý kasada yok diye vermediler yazýklar olsun böyle bankaya;Ýlgisizlik
Albaraka müþterilerine hiç düþünmüyor rab bana hep bana diyor;Genel Memnuniyetsizlik
"Otomatik ödeme talimatý
bankanýzca yapýldýktan sonra
tarafýma SMS ile bilgilendir me
Yapýlmadý";Bilgilendirme Eksikliði
Çok geç giriyor çok eski bir sistem;Yavaþ
iþlemleriniz iç açýcý deðil,ilemin içerisinde iþlem olurmu!;Genel Memnuniyetsizlik
Bazý iþlemleri yaparken güçlük çekiyorum örn yeni hesap açma mevcut hesabýmdan yatýrým hesabýna para gonderemedim geçen gün yaklaþýk 30 dk;Çalýþmýyor - Hata Veriyor
arayüz tasarýmý biraz daha iyileþtirilebilir, yatýrým ekraný yavaþ çalýþýyor;Kullanýþsýz
Diðer banka mobil þube iþlemlerine göre daha kullanýþsýz. Daha basit, sade ve hýzlý iþlem yapýlabilmeli.;Kullanýþsýz
ATM’leriniz yaygýn deðil..;ATM Sayýsý Yetersiz
Mobil sürekli hata veriyor eft yapmam gerekirken iþlemi yapýyorsun yapýyorsun son aþamada hata veriyor;Çalýþmýyor - Hata Veriyor
Hiç memnun deðilim;Genel Memnuniyetsizlik
Uygulamaya girmeye çalýþtýgýnda geç açýliyor dakikalarla RCA bekliyoruz;Yavaþ
HGS etiketi 2 aracamýn biri plaka yanlýþ girilmiþ diðeri etiketi taktigim halde onaylanmamýþ toplamda 8200 TL ceza ödedim;HGS
Daha kullanýcý dostu bir tasarým þart;Kullanýþsýz
Hareketsiz hesap safsatasýyla benim parama ambargo koyamazsýnýz...;Hareketsiz Hesap
yetersiz ve yavaþ;Yavaþ
Alým satým arasýndaki fark çok fazla en baþta azdý sonra fazla oldu;Kur Marjý
Tabii Yurt içi Usd gönderimi yapmak için 3 günüm gitti.Þiþli þubenizden bir arkadaþýnýz gösterdi.Florya þube vezneye yalnýzca bunu sormaya gittim.Beni yanlýþ yönlendirdiler.Duymamazlýktan geldiler.Ýnternet iþlemleri için Siri tarzý bir yönlendirici yapay zeka yaparsanýz ki belki vardýr henüz 3.günüm sizde;Ýlgisizlik
Daha hýzlý kapatma ana sayfada görülsün  e devlete giriþi yapýlsýn bulamadým;Yavaþ
Fatura ödeme yaparken sürekli sistem hatasý alýyorum. Baþka bankada bunu yaþamýyorum;Çalýþmýyor - Hata Veriyor
Kredi kartý cogu magzalarda geçmiyor taksit olmuyor word kart olmasýna raðmen Media markta magdur olduk yapý kredi word heryerde geçiyor wort özelligi taþýmasýna ragmen kullanamýyoruz tavsiye etmiyorum kimseye.;Kredi Kartý
"Uygulama eski
Kullanýþlý deðil
Aðýr
Seçenek az";Kullanýþsýz
Bu güne kadar yapmýþ olduðum baþvurularda olumlu cevap almadým.Çalistýðim diðer bankalarýn verdiði hizmeti sizden alamiyorum;Kredi Kartý
Internet bankacaliginda yada mobilde kesinlikle haftada bir sistemsel sorun oluyor;Çalýþmýyor - Hata Veriyor
Yavaþ çalýþýyor;Yavaþ
Çok amatörce;Kullanýþsýz
kredi kartý onaylamýyor;Kredi Kartý
Bankanýzda post hesabým bulunmaktaydý banka kartým da sebebini bilmediðim bir kýsýtlama oldu þubede bana yardýmcý olan kiþiyi aradým buraya gel yardýmcý olalým dedi bugün þubeye gittim ilgi alaka sýfýr kredi kartý çýkartmak istedim yönetici olduðunu söyleyen kiþi benim ekraným yok 10 gün sonra diðer yönetici arkadaþ gelecek o yardýmcý olsun dedi (10 gün bankada iþlem yapýlmayacak galiba ) o yüzden de hesabýmý kapattýrdým bu kadar ilgisiz ve alakasýz bir þube daha görmedim;Ýlgisizlik
Mobil bankacýlýk kullanýmý rahat deðil þirket hesaplarýndan eft yapýlmýyor mesaiden sonra;Kullanýþsýz
Þubelere telefon ile ulaþamýyorum;Þubeye Ulaþamýyorum
Berbat bir hizmetiniz var yollardýr albaraka müþterisiyim devamlý donan özellikle cuma günleri iþlem yapýlmayan bir hizmetiniz var. Eft yaptýklarým günlük fast limitinden gidiyor sonra fast limit doldu diyerek baþka hesaba göndere aktarýyor burada kayýtlý iþlemlerden yapýlmýyor. Fast limiti akþam eft saati geçtikten sonra uygulamaya alýnmalý.En kýsa sürede hem kurumsal hem bireysel hesabýmý kapatacaðým. Devamlý anket gönderiyorsunuz ama bir deðiþiklik yok;Çalýþmýyor - Hata Veriyor
Sirket hesabimin sifresini vermekte cook ciddi sýkýntý yaptilar;Þifre Problemi
Ýnternette baðlantýsý çok zayýf;Yavaþ
Kullanýþlý deðil.;Kullanýþsýz
"Mobil þube uygulamasýnýn geliþtirilmesi lazým

Sürekli hatalar yaþanýyor";Çalýþmýyor - Hata Veriyor
Býrakacam sizi eft limiti ile dalga geçiyorsunuz;Para Transfer Limiti Yetersiz
Müþteri hizmetlerine baglanmak icin cok sey istiyorsunuz. Genel olarak memnunum fakat bir problem ile karþýlaþtýðýmda müþteri hizmetlerine baðlanmak çok uzun sürüyor uðraþtýrýyor;Çaðrý Merkezine Ulaþamýyorum
Sürekli sistem hatasý;Çalýþmýyor - Hata Veriyor
Uygulamalarý kullanýrken yani para transferlerinde  çok fazla donma veya sistemden yaþanan aksaklýktan dolayý diye bir  mesaj  çýkýyor çok sýk tekrar iþlem yaptýrmak zorunda kalýyorum;Çalýþmýyor - Hata Veriyor
Performans durumunuz;Yavaþ
Finansman  baþvurusu reddi;Kredi Baþvurum Reddedildi
Ýki eksiklik var birincisi QR kodu okutarak iþlem yapmak istediðimiz zaman ATM den iþlem yapmýyor birde mobil þubeden SGK vergi ödemeleri yapýlamýyor;QR Kod
Acil durumda bankanýzýn müþteri temsilcisine bir çok soru yüzünden ulaþamýyoruz çevirip duruyorsunuz;Çaðrý Merkezine Ulaþamýyorum
Çok Yavaþ çalýþmasý;Yavaþ
Sgk ödemesi yapamýyorum birde samsung galaxy s10 plus telefon olmasýna raðmen bazen çok yavaþ çalýþýyor;Yavaþ
Sistem çok geç açýlýyor;Yavaþ
"Müþteriyi ciddiye almayan, seviyesiz davranan yönetmen Hüseyin
Bankoda çalýþan sadece iki personel yetersizliði
Bir saatten uzun bekleme süresi
Daha nicesi";Ýlgisizlik
Çok manuel;Kullanýþsýz
1 puan vermemin tek sebebi eft masrafý olmamasý. Þubede ciddiyet yok. Herkes caný istediði gibi konuþuyor müþterilerle. Ayrýca sürekli kullandýðým hesabým var bankanýzda henüz 1 tl kredi veya kredi kartý konusunda dönüþ yapmadýnýz. Eft limitimi yükseltin dedim ona da olumsuz cevap geldi. Siz kaybedersiniz ben ve çevremdeki birçok esnaf bankanýzý sadece ufak tefek eft için kullanýyor. Vadeli hesaplarýmýz veya kredili hesaplarýmýz baþka bankalarda.;Ýlgisizlik
Çok bekliyoruz sýrada ATM sayýsý cok az ATM den dolar cekemiyoruz;ATM Sayýsý Yetersiz
Digital platformu yeterli deðil. Dün hgs  aldým, plakaya tescil ettim. Bugün kontrol ettim. Hala aktif deðil, Ýþleminizi yapamýyoruz diyor. Çok eksik var,  çok çalýþmamýz lazým...;Kullanýþsýz
Çok aðýr çalýþýyor,zaman israfý.;Yavaþ
Sürekli baðlantý problemi var;Çalýþmýyor - Hata Veriyor
eflatun kart kullanýcýsý olmak istiyorum ama bana kart vermiyorsunuz diðer bankalar yüksek limitli kart vermelerine raðmen siz vermiyorsunuz buyüzden banka ve mobil þube politika larýnýzý beðen miyorum;
Kredi kartýna Faizsiz taksit yok;
Ýþlem çeþitliliði ve menü kolaylýðý iyi deðil;
ATM'ler her yerde mevcut deðildir. Bazen program kendi kendine duruyor. Programa katýlým çok yavaþ;
ATM ?????? ???;
Ben ayný zamanda ticari müþteriyim  hala pos kurulumu yapýlmadý;
Yanlýþ bilgi ve uygulama;
Program çok yavaþ;
Mobil çok yavaþ ve sürekli hata veriyor ve sistem kapanýyor örnek bugün bir yatýrým hesabý açmak istedim sistem karþýma onaylamam gereken bir kutucuk çýkarýyor onaylýyorum sistem dýþarý atýyor ve yaklaþýk 5 yada 6 defa ayný sorunu yaþýyorum basit bir fatura bile yatýrýrken bazen bir kaç defa deniyorum bunun gibi birsürü problem;
Diðer bankalara oranla çok aðýr kalýyor. Gereksiz iþlem basamaklarý var.;
Þube de ilgi alaka 0;
Ýþlemler cok yavas;
Uygulama çok pratik deðil;
Mobil uygulama kullanýþlý deðil, yatýrým baþlýðý altýndaki hisse senedi ile ilgili iþlemler aþýrý derecede yavaþ çalýþýyor. Ayrýca yatýrým iþlemleri için müstakil ve ayrýntýlý bir uygulama yapýlmasý isabetli olacaktýr. Mobil uygulama ve yatýrým iþlemleri Kuveyt Türk ün mobil uygulamasýnda daha iyi ama onun da eksikleri var.;
Harcama itirazýnda bulundum ve hâla daha hiçbir sonuç alamadým. Param iade edilmedi en kýsa zamanda albaraka hesaplarýmý kapatacaðým ve kredi kartlarýmý iptal ettireceðim. Çok maðduriyet yaþadýðým bir banka oldu;
Al Baraka hesabýmdan Kuveyt Türk hesabýna bir miktar aktardým ancak Kuveyt hesabýmda geldiði görünmüyordu;
"Kredi kartý ödemesi bile yapamýyoruz uygulamada

Ayrýca sunulan özellikler çok kýsýtlý";
Ýnternet bankacýlýðýnda sürekli baðlantý ve onay sýkýntýsý yaþýyorum.;
Parolanýzý mý unuttunuz;
Westr union için Ne zaman para çekmeye gitsem..  5 iþlemden sadece 2’sinde para var diyorlar. Ve çalýþanlarýnýzda güler yüz eksikliði var. Buda beni istemeden baþka bankalarla çalýþmaya itiyor..;
Günlük maksimum çekimin çok küçük olmasý dýþýnda her þey yolunda. 5000 NIS maksimum günlük çekim. Yetmiyor. Bence yenilemelisiniz çünkü lira çok düþtü. Maksimumun yükseltilmesi gerekiyor.;
Biz Albaraka Hadýmköy þubesi ile çalýþýyoruz þubede çalýþan çocuklar gerçekten on numara canla baþla çalýþýyorlar özellikle giþede çalýþan arkadaþ süper fakat yabancý müþterilerin çok olmasý sebebiyle çocuk yetiþemiyor sýra çok ve sýra çok olduðu için de bazen iþlem yaptýrmadan gidiyoruz þuraya bir personel daha koyamýyor musunuz;
Ýþlemleri geçiþte geç oluyor;
Halka arz iþlemi yaparken hata veriyor;
Durdurup yeni kart almaya gittiðimde kartýmý kaybettim... Çalýþan benimle ilgilenmedi ve þu anda zamaným olmadýðýný söyledi.;
Uygulama hata veriyor ve yavaþ;
120 bin TL katýlým kapatýyoruz 4 bin TL yok oluyor yazýk günah haram zýkkým olsun;
"Bi kredi kartý baþvurusu 1 haftadýr sonuç yok 
Þubeye gitsem baþka bankalardan baþvursam 2 günde geliyor";
Bir suru gereksiz islemlerle ve musteriyle alakasi olmayan islemlerle mesgul ediyorsunuz;
Sisteme giriþ çýkýþ çok zor;
EFT havale limitlerinin düþüklüðü ve artýrmak için þubeye gidilmesi;
Al Baraka Bank uygulamasý oldukça güvenli ancak kullanýmý kolay deðil;
Eft lerým çok geç düþüyor karþý hesaba;
Sistem yavaþ çalýþýyor, kullanýcý kolaylýðý yok;
Kullanýmý zor. Sürekli pin, gizli kelime,kart olmadan þifre alamýyorsun,para transfer edecek olsak pin istiyor. En önemlisi döviz ve altýn iþlemlerinde alým satým arasý fark çok fazla Kuveyt ve ziraat kýyaslarsak .;
Mobil uygulama bilgisayardaki gibi açýk ve net olmalý;
Baþka bir banka uygulamasýndan kur korumalý hesap açtýrdým. Ayný gün Albaraka mobilden kur korumalý hesap açamadým. Üstelik müþteri hizmetlerini aradýðýmda artýk kur korumalý hesap açýlmadýðýný söyledi.;
"Yanlýþ yönlendirme 
Müþteri hizmetleri çaðrý merkezi yetersiz";
Hic memnun degilim hic;
Dolar döviz kurlarý;
Servis iyi deðil;
Altýn alýþ satýþ arasý çok fazla;
Albaraka kesinkle dürüst bir banka deðil, kaç gündür bir para aktarma iþlemi yapamadým izin vermedi, müþteri temsilcileriniz ilgili yere baðlýyoruk diyerek beni beklwttiler ve sonuç telefon kapandý bende uðraþmamak için bütün heaaplarimi kapattim;
Hayir;
Verilen talimatlar uygulanmýyor;
Kurallarýnýz çok katý, ürünlerinize ulaþmada sýkýntý var.;
Ekrana gelene kadar çok zaman geçiyor;
Personel iyi hizmet sunmuyor;
Leþ gibi sistem;
Yardimci olmuyorsunuz;
Hoþ gürü ilgi alaka;
Program Arapça dil kýsmýnda bazen Türkçe yazýldýðý için Arapça dilini tam olarak desteklememektedir.;
Bazý menülerden geriye gidiþ bile yok yatýrým hesabý ile alakalý iþlemlerde sürekli takýlma yaþanýyor iþleminizi gerçekleþtiremiyoruz diyor.;
Yazýlým ve stabilizasyon konusunda diðer bankalarýn uygulamasýna nazaran son derece yetersiz kalýyor özellikle mobil uygulama çok sýk donuyor;
Yok;
Kayýtlý faturalarý öderken bile hala pin sormasý çok saçma.;
Karmaþýk olmasý;
Play Store'dan satýn alamýyorum;
Mobil uygulamanýz rezalet;
Çok yavaþ ve kullanýmý zor...açýklayýcý deðil;
Program bazen bazý sorunlar çýkarýyor;
"Pratik kartý baþvurusu yaptým.
15 bin tl lik 6 ay geri ödemeli Kredi çekmeye çalýþýyorum bana seçme hakký vermiyor. Direk vadeyi üstüne ekleyip bana sunuyor çok saçma bir þey.";
Usd bozarken kaç tl olduðu onaylanöadan yazmýyor.;
Güzel;
memnun deðili;
Banka gibi banka deðilsiniz. Eksikleriniz çok. Katýlým bankasý olabilirsiniz ama sizinle çalýþanýn aklýna þaþýyorum bizim ki mecburiyet.;
internet bankanýn çalýþmasý çok yavaþ devam etmesi.;
Kredi kartý talebime sebepsiz yere red verilmesi bankamatik kartý dahi verilmemesi;
Ulaþmada zorluk var;
Hiç ilginiz yok.;
Müþteriyle kolay iletiþim kuramama;
Sürekli sorun.oluyor þu an sa da giremiyorum mesela;
Sürekli baðlanmada sýkýntý çýkarýyor;
borsa ile ilgili iþlemler yetersiz ve sisteminiz çok kötü sürekli hata veriyor, vakýfbank gibi bi trade sistemi olabilir hisselerin her þeyini görebiliryoruz;
Çok az ATM makinesi var;
Biraz yavaþ;
Para göndermeye çalýþtým ama gelmedi;
Çok karýþ internet bakaciliginizda eriþim sýkýntýsý yaþýyorum atemesýkýntýsý yasiyorum;
Bankanýz çok kötü gerek telefon uygulamasýnda gerek þubede tavsiye etmiyorum;
Mobil de yaptýðýmýz iþlemlere tatmin edici cevap verilmedi;
Altýn finansmanýnýzý kullanýrken makasý açinca bayaðý zarar ettim en kýsa zamanda tamamen bankanizdan ayrýlmayý düþünüyorum;
Sürekli donuyor, donmadýðý zaman yavaþ ve yetkiniz yoktur uyarýsý verip duruyor.;
Yok;
Diðer bankalardan birçok konuda geridesiniz maalesef;
Mobil þubeniz kolay anlaþýlýr pratik deðil. Bir þeyler yapmak için sürekli arýyorum. Adý üstünde mobil olabildiðince kolay basit olmalý. Bunun yanýnda çok da yavaþ. En son bilemediðim Bir sebeple para transferi mi yapamadým.;
Þubelerde fiziki altýn yok ve mobil uygulama da diðerlerine göre çok yavaþ iyileþtirme yapýlmasý lazým bý de hisse iþlemlerinde oyakla anlaþýlýp komisyon azaltýlabilir ve nakit aktarýmýný yavaþ yapýyor o konuda da baský yapilmasi lazým;
Çagrý merkezinr ulaþýlamýyor. Ýþlemler cok yavas. 15 gun önce siparis verdigim kart hala haber yok;
Çok yavaþ;
Hizmet yavaþ, þubeler çok sýnýrlý ve çoðu zaman yeterli likidite yok;
.;
iyi;
Sistem hantal çalýþýyor;
Karþýlaþtýðým bir sorunu ne banka þubesi ne müþteri hizmetleri kendi þubemde yetkiliye ulasmak cumhur baskanliginda bibyetkiliye ulasmaktan zor;
Müþteriye karþý muamele çok kötüydü, muameleniz neden deðiþti?;
atm niz yeterli sayýda deðil ptt ile para çekme sýnýrlý ve para kesiyorsunuz üstelik ptt de genelde para kalmýyor baþka atm den çekmek zorunda kalýyoruz bir de memur maaþý baþka bankalarda saat 00.01 deyince yatýyor sizde sabaha karþý hatta bir kaç defa ta öðleden sonraya dahi kaldýðý olmuþtu keþke anlaþma bir an evvel bitse de sizden kurtulsak;
"Uygulama zayýf, mobil üzerinden tüm iþlemler yapýlamýyor (kur korumalý hesap açma gibi)
Vadeden bir gün önce, ""hesabýnýz otomatik ye nilenecektir "" diyen mesaj geldi. Müþteri Temsilcisini aradým, bizi yarýn arayýn dedi. Bugün 11.30 giriþ yapýnca, kur koruma. Hesabýn, kapatýlmýþ olduðunu gördüm.
Buradan yazmaktan sýkýlýyorum.";
Yetersiz;
Malesef internet bankacýlýðýnýzdan hiçbir iþlemi sonuca ýiulaþtýramýyorum ayrýca sincan banka çalýþanlarýnýz çok kaba;
?;
Yetersiz;
3 defa ilem tekrarladý otomatik yanýt sistemi calismiyor;
Sürekli týkanýyor;
Kullanýcý deneyimi neredeyse hiç yok. Birçok iþlemde Ýnternet þubeye yönlendiriyor. Kredi kartlarýnýn detaylarýný görmek cok zor. Hangisi sanal kart kolaylýkla anlaþýlmýyor. Mobil ödeme özelliði yok(NFC ile) kredi kartý ile en cok hangi alanda harcama yapilmis, harcama fiþleri vs görüntüleme özelliði yok.. daha bir sürü eksik yönleri var. Ýslami bankacýlýk sebebiyle kullanýyoruz. Yoksa hiç kullanýþlý deðil maalesef;
Giriþ, para gönderme, fatura ödeme gibi her kýsýmda problem var sürekli hata veriyor.;
Personel yardýmsever;
Yardýmcý olunmuyor baðlanmýyor;
Bir tutarý dolar olarak koyuyorsunuz ve her þubeden tutarýn tamamýný çekmek zor oluyor. 2.000 dolar alýyorsunuz.;
Diðer banka çalýþma  teknikleri daha hýzlý!;
"Çünkü Al Baraka programýnda iki sebep var; örneðin programda IBAN taramasý olmayan birine transfer yapmak istersem";
Donma oluyor çok kýsa süre sonra iþlem yapýlmýyor bazen hata veriyor;
Tedavi kolaylýðý nedeniyle;
Pis bi banka;
?;
"Daha iyi hizmet almak için.
Platinyum word isterim.";
Bankanýzdan western union transferini neden kabul etmediniz?;
Çalýþanlar tarafýndan kötü müþteri hizmetleri.Müþteri olarak bu hizmeti yapmanýza izin verilmiyor bahanesiyle birçok hizmet verilmiyor.Kredi kartý hizmeti çok kötü.Ýndirim yapýlmýyor ve kredi kartý limitinin yükseltilmesine onay verilmiyor.;
Baþarýlý;
Aile üyelerime hesap açmýyorum;
Çünkü kart sipariþ hizmetiniz çok yavaþ. Anlayýþýnýz için teþekkür ederiz.;
Þirket adýna banka hesabý açmadýðýnýz için;
Memnun Deðilim;
Uygulamada çok fazla arayüz hatasý ve optimizasyon hatalarý mevcut. Bu durum kullanýcý deneyimini olumsuz etkiliyor.;
.;
Ýyi bir banka iþlemleri kolaylaþtýrýr;
Diðer mobillere göre daha karýþýk;
Çok aðýr güncel deðil;
"Kullanýþlý deðil.
Sade deðil.";
Arayüz güzel feðil;
Uygulama ilk çýktýðýnda iyiydi fakat geçen zamanda kendini yenileyemedi, birçok banka uygulamasý þu anda daha iyi.;
Uygulama çok çok çok yavaþ özellikle yatýrým iþlemlerinde hisse senedi alým ve satým bir iþkence;
Peki;
2000;
TAMAM;
Ýnternet bankacýlýðý arayüzü ve içeriði yeterli deðil.;
Döviz bozdurmada sorun var, çok takýlýyor ve hýzlý para bozdurmuyor, birkaç dolarý bozdurmak uzun zaman alýyor ve bu can sýkýcý bir durum.;
